temperature_k,pressure_kpa,smiles1,x_alpha_1,x_beta_1,smiles2,x_alpha_2,x_beta_2,doi,source_url,source_dataset,source_point,source_excel_row
304.317,101.0,N#Cc1ccccc1,0.625,0.722,CCCCCCCCCCCCCCCC,0.375,0.278,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[24, 24]",111
304.345,101.0,N#Cc1ccccc1,0.63,0.716,CCCCCCCCCCCCCCCC,0.37,0.28400000000000003,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[25, 25]",112
304.365,101.0,N#Cc1ccccc1,0.638,0.711,CCCCCCCCCCCCCCCC,0.362,0.28900000000000003,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[26, 26]",113
304.376,101.0,N#Cc1ccccc1,0.642,0.707,CCCCCCCCCCCCCCCC,0.358,0.29300000000000004,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[27, 27]",114
304.385,101.0,N#Cc1ccccc1,0.646,0.703,CCCCCCCCCCCCCCCC,0.354,0.29700000000000004,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[28, 28]",115
304.391,101.0,N#Cc1ccccc1,0.65,0.699,CCCCCCCCCCCCCCCC,0.35,0.30100000000000005,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[29, 29]",116
304.395,101.0,N#Cc1ccccc1,0.654,0.695,CCCCCCCCCCCCCCCC,0.346,0.30500000000000005,10.1016/j.jct.2005.08.005,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.08.005.json,"[5, 6]","[30, 30]",117
287.541,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.173,0.694,CCCC(C)C,0.827,0.30600000000000005,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[1, 2]","[21, 21]",118
288.287,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.179,0.688,CCCC(C)C,0.821,0.31200000000000006,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[1, 2]","[20, 20]",119
289.725,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.191,0.678,CCCC(C)C,0.8089999999999999,0.32199999999999995,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[1, 2]","[19, 19]",120
290.64,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.197,0.674,CCCC(C)C,0.8029999999999999,0.32599999999999996,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[1, 2]","[18, 18]",121
291.641,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.21,0.665,CCCC(C)C,0.79,0.33499999999999996,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[1, 2]","[17, 17]",122
292.413,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.219,0.657,CCCC(C)C,0.781,0.34299999999999997,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[1, 2]","[16, 16]",123
293.172,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.229,0.637,CCCC(C)C,0.771,0.363,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[1, 2]","[15, 15]",124
294.263,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.244,0.621,CCCC(C)C,0.756,0.379,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[1, 2]","[14, 14]",125
295.234,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.261,0.604,CCCC(C)C,0.739,0.396,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[1, 2]","[13, 13]",126
296.47,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.29,0.589,CCCC(C)C,0.71,0.41100000000000003,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[1, 2]","[12, 12]",127
296.741,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.295,0.577,CCCC(C)C,0.7050000000000001,0.42300000000000004,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[1, 2]","[11, 11]",128
297.343,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.316,0.552,CCCC(C)C,0.6839999999999999,0.44799999999999995,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[1, 2]","[10, 10]",129
297.667,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.331,0.532,CCCC(C)C,0.669,0.46799999999999997,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[1, 2]","[9, 9]",130
297.854,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.343,0.519,CCCC(C)C,0.657,0.481,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[1, 2]","[8, 8]",131
297.943,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.351,0.513,CCCC(C)C,0.649,0.487,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[1, 2]","[7, 7]",132
298.077,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.363,0.5,CCCC(C)C,0.637,0.5,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[1, 2]","[6, 6]",133
298.105,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.366,0.497,CCCC(C)C,0.634,0.503,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[1, 2]","[5, 5]",134
298.133,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.37,0.493,CCCC(C)C,0.63,0.507,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[1, 2]","[4, 4]",135
298.145,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.372,0.491,CCCC(C)C,0.628,0.509,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[1, 2]","[3, 3]",136
298.179,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.379,0.482,CCCC(C)C,0.621,0.518,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[1, 2]","[2, 2]",137
298.249,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.403,0.462,CCCC(C)C,0.597,0.538,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[1, 2]","[1, 1]",138
298.26,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.416,0.451,CCCC(C)C,0.5840000000000001,0.5489999999999999,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[1, 2]","[0, 0]",139
291.259,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.225,0.747,CC(C)CC(C)(C)C,0.775,0.253,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[23, 23]",140
292.115,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.23,0.745,CC(C)CC(C)(C)C,0.77,0.255,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[22, 22]",141
292.841,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.237,0.743,CC(C)CC(C)(C)C,0.763,0.257,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[21, 21]",142
293.995,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.251,0.729,CC(C)CC(C)(C)C,0.749,0.271,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[20, 20]",143
294.865,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.261,0.718,CC(C)CC(C)(C)C,0.739,0.28200000000000003,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[19, 19]",144
295.235,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.264,0.717,CC(C)CC(C)(C)C,0.736,0.28300000000000003,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[18, 18]",145
295.865,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.27,0.712,CC(C)CC(C)(C)C,0.73,0.28800000000000003,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[17, 17]",146
296.32,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.28,0.702,CC(C)CC(C)(C)C,0.72,0.29800000000000004,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[16, 16]",147
297.256,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.294,0.695,CC(C)CC(C)(C)C,0.706,0.30500000000000005,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[15, 15]",148
298.403,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.319,0.668,CC(C)CC(C)(C)C,0.681,0.33199999999999996,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[14, 14]",149
299.519,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.337,0.652,CC(C)CC(C)(C)C,0.663,0.348,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[13, 13]",150
300.567,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.355,0.643,CC(C)CC(C)(C)C,0.645,0.357,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[12, 12]",151
300.773,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.362,0.635,CC(C)CC(C)(C)C,0.638,0.365,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[11, 11]",152
301.085,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.372,0.625,CC(C)CC(C)(C)C,0.628,0.375,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[10, 10]",153
301.391,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.388,0.603,CC(C)CC(C)(C)C,0.612,0.397,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[9, 9]",154
301.565,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.395,0.596,CC(C)CC(C)(C)C,0.605,0.404,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[8, 8]",155
301.72,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.41,0.588,CC(C)CC(C)(C)C,0.5900000000000001,0.41200000000000003,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[7, 7]",156
301.745,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.414,0.588,CC(C)CC(C)(C)C,0.5860000000000001,0.41200000000000003,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[6, 6]",157
301.81,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.418,0.583,CC(C)CC(C)(C)C,0.5820000000000001,0.41700000000000004,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[5, 5]",158
301.857,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.425,0.579,CC(C)CC(C)(C)C,0.575,0.42100000000000004,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[4, 4]",159
302.141,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.464,0.541,CC(C)CC(C)(C)C,0.536,0.45899999999999996,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[3, 3]",160
302.164,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.474,0.534,CC(C)CC(C)(C)C,0.526,0.46599999999999997,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[2, 2]",161
302.167,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.478,0.532,CC(C)CC(C)(C)C,0.522,0.46799999999999997,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[1, 1]",162
302.174,85.0,C1=CC=C(C=C1)[N+](=O)[O-],0.486,0.526,CC(C)CC(C)(C)C,0.514,0.474,10.1016/j.fluid.2013.08.025,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2013.08.025.json,"[7, 8]","[0, 0]",163
308.15,101.0,OCCOCCO,0.004000000000000004,0.992,CCCCCCC,0.996,0.008000000000000007,10.1016/j.fluid.2018.10.017,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2018.10.017.json,"[5, 4]","[0, 0]",164
308.15,101.0,C(COCCOCCO)O,0.003000000000000003,0.988,CCCCCCC,0.997,0.01200000000000001,10.1016/j.fluid.2018.10.017,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2018.10.017.json,"[7, 6]","[0, 0]",165
298.15,101.3,CC(C)(C)OC,0.9426,0.006700000000000039,O,0.05740000000000001,0.9933,10.1016/j.jct.2005.06.016,https://trc.nist.gov/ThermoML/10.1016/j.jct.2005.06.016.json,"[0, 1]","[0, 0]",166
318.15,101.3,CCCCO,0.469,0.021,O,0.531,0.979,10.1016/j.fluid.2019.04.020,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2019.04.020.json,"[8, 9]","[0, 0]",167
318.15,101.3,CCCCOC(=O)C,0.919,0.006,O,0.08099999999999996,0.994,10.1016/j.fluid.2019.04.020,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2019.04.020.json,"[10, 11]","[0, 0]",168
298.15,101.0,O,0.994,0.71,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.006000000000000005,0.29000000000000004,10.1016/j.fluid.2017.04.022,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2017.04.022.json,"[7, 6]","[0, 0]",169
298.15,101.0,Oc1ccccc1,0.016,0.328,O,0.984,0.6719999999999999,10.1016/j.fluid.2017.04.022,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2017.04.022.json,"[9, 8]","[0, 0]",170
298.15,101.0,COC1=CC=CC=C1O,0.003,0.752,O,0.997,0.248,10.1016/j.fluid.2017.04.022,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2017.04.022.json,"[13, 12]","[0, 0]",171
298.15,101.0,CCCCC(CC)CO,9.999999999998899e-05,0.9755,O,0.9999,0.024499999999999966,10.1016/j.jct.2008.01.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2008.01.001.json,"[6, 7]","[0, 0]",172
303.15,101.0,CCCCC(CC)CO,0.01400000000000001,0.9796,O,0.986,0.020399999999999974,10.1016/j.jct.2008.01.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2008.01.001.json,"[6, 7]","[1, 1]",173
308.15,101.0,CCCCC(CC)CO,0.005199999999999982,0.9697,O,0.9948,0.030299999999999994,10.1016/j.jct.2008.01.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2008.01.001.json,"[6, 7]","[2, 2]",174
302.902,100.0,COC(=O)OC,0.491,0.94,CCCCCCCCCCCCCCC,0.509,0.06000000000000005,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[31, 31]",175
303.894,100.0,COC(=O)OC,0.512,0.937,CCCCCCCCCCCCCCC,0.488,0.06299999999999994,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[30, 30]",176
304.919,100.0,COC(=O)OC,0.528,0.9319999999999999,CCCCCCCCCCCCCCC,0.472,0.06800000000000006,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[29, 29]",177
305.929,100.0,COC(=O)OC,0.5449999999999999,0.928,CCCCCCCCCCCCCCC,0.45500000000000007,0.07199999999999995,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[28, 28]",178
306.964,100.0,COC(=O)OC,0.562,0.922,CCCCCCCCCCCCCCC,0.43799999999999994,0.07799999999999996,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[27, 27]",179
307.948,100.0,COC(=O)OC,0.581,0.915,CCCCCCCCCCCCCCC,0.41900000000000004,0.08499999999999996,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[26, 26]",180
308.866,100.0,COC(=O)OC,0.601,0.907,CCCCCCCCCCCCCCC,0.399,0.09299999999999997,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[25, 25]",181
309.678,100.0,COC(=O)OC,0.621,0.899,CCCCCCCCCCCCCCC,0.379,0.10099999999999998,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[24, 24]",182
310.26,100.0,COC(=O)OC,0.638,0.893,CCCCCCCCCCCCCCC,0.362,0.10699999999999998,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[23, 23]",183
310.652,100.0,COC(=O)OC,0.65,0.886,CCCCCCCCCCCCCCC,0.35,0.11399999999999999,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[22, 22]",184
310.966,100.0,COC(=O)OC,0.661,0.88,CCCCCCCCCCCCCCC,0.33899999999999997,0.12,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[21, 21]",185
311.218,100.0,COC(=O)OC,0.671,0.875,CCCCCCCCCCCCCCC,0.32899999999999996,0.125,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[20, 20]",186
311.417,100.0,COC(=O)OC,0.6819999999999999,0.871,CCCCCCCCCCCCCCC,0.31800000000000006,0.129,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[19, 19]",187
311.572,100.0,COC(=O)OC,0.6890000000000001,0.865,CCCCCCCCCCCCCCC,0.31099999999999994,0.135,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[18, 18]",188
311.677,100.0,COC(=O)OC,0.6950000000000001,0.861,CCCCCCCCCCCCCCC,0.30499999999999994,0.139,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[17, 17]",189
311.768,100.0,COC(=O)OC,0.7010000000000001,0.858,CCCCCCCCCCCCCCC,0.29899999999999993,0.14200000000000002,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[16, 16]",190
311.842,100.0,COC(=O)OC,0.708,0.854,CCCCCCCCCCCCCCC,0.29200000000000004,0.14600000000000002,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[15, 15]",191
311.909,100.0,COC(=O)OC,0.7130000000000001,0.851,CCCCCCCCCCCCCCC,0.2869999999999999,0.14900000000000002,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[14, 14]",192
311.965,100.0,COC(=O)OC,0.716,0.848,CCCCCCCCCCCCCCC,0.28400000000000003,0.15200000000000002,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[13, 13]",193
312.013,100.0,COC(=O)OC,0.721,0.844,CCCCCCCCCCCCCCC,0.279,0.15600000000000003,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[12, 12]",194
312.054,100.0,COC(=O)OC,0.726,0.841,CCCCCCCCCCCCCCC,0.274,0.15900000000000003,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[11, 11]",195
312.092,100.0,COC(=O)OC,0.731,0.838,CCCCCCCCCCCCCCC,0.269,0.16200000000000003,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[10, 10]",196
312.129,100.0,COC(=O)OC,0.737,0.833,CCCCCCCCCCCCCCC,0.263,0.16700000000000004,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[9, 9]",197
312.159,100.0,COC(=O)OC,0.742,0.8280000000000001,CCCCCCCCCCCCCCC,0.258,0.17199999999999993,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[8, 8]",198
312.183,100.0,COC(=O)OC,0.748,0.8240000000000001,CCCCCCCCCCCCCCC,0.252,0.17599999999999993,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[7, 7]",199
312.198,100.0,COC(=O)OC,0.753,0.821,CCCCCCCCCCCCCCC,0.247,0.17900000000000005,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[6, 6]",200
312.21,100.0,COC(=O)OC,0.756,0.817,CCCCCCCCCCCCCCC,0.244,0.18300000000000005,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[5, 5]",201
312.216,100.0,COC(=O)OC,0.76,0.8140000000000001,CCCCCCCCCCCCCCC,0.24,0.18599999999999994,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[4, 4]",202
312.22,100.0,COC(=O)OC,0.762,0.812,CCCCCCCCCCCCCCC,0.238,0.18799999999999994,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[3, 3]",203
312.224,100.0,COC(=O)OC,0.764,0.81,CCCCCCCCCCCCCCC,0.236,0.18999999999999995,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[2, 2]",204
312.228,100.0,COC(=O)OC,0.768,0.8049999999999999,CCCCCCCCCCCCCCC,0.23199999999999998,0.19500000000000006,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[1, 1]",205
312.23,100.0,COC(=O)OC,0.772,0.8029999999999999,CCCCCCCCCCCCCCC,0.22799999999999998,0.19700000000000006,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[7, 8]","[0, 0]",206
310.809,100.0,COC(=O)OC,0.542,0.949,CCCCCCCCCCCCCCCCC,0.45799999999999996,0.051000000000000045,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[15, 14]","[29, 29]",207
311.814,100.0,COC(=O)OC,0.552,0.946,CCCCCCCCCCCCCCCCC,0.44799999999999995,0.05400000000000005,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[15, 14]","[28, 28]",208
312.997,100.0,COC(=O)OC,0.571,0.942,CCCCCCCCCCCCCCCCC,0.42900000000000005,0.05800000000000005,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[15, 14]","[27, 27]",209
314.695,100.0,COC(=O)OC,0.596,0.935,CCCCCCCCCCCCCCCCC,0.404,0.06499999999999995,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[15, 14]","[26, 26]",210
315.617,100.0,COC(=O)OC,0.615,0.9299999999999999,CCCCCCCCCCCCCCCCC,0.385,0.07000000000000006,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[15, 14]","[25, 25]",211
316.412,100.0,COC(=O)OC,0.629,0.925,CCCCCCCCCCCCCCCCC,0.371,0.07499999999999996,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[15, 14]","[24, 24]",212
318.053,100.0,COC(=O)OC,0.6659999999999999,0.912,CCCCCCCCCCCCCCCCC,0.3340000000000001,0.08799999999999997,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[15, 14]","[23, 23]",213
318.61,100.0,COC(=O)OC,0.681,0.905,CCCCCCCCCCCCCCCCC,0.31899999999999995,0.09499999999999997,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[15, 14]","[22, 22]",214
318.976,100.0,COC(=O)OC,0.692,0.901,CCCCCCCCCCCCCCCCC,0.30800000000000005,0.09899999999999998,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[15, 14]","[21, 21]",215
319.281,100.0,COC(=O)OC,0.7030000000000001,0.896,CCCCCCCCCCCCCCCCC,0.29699999999999993,0.10399999999999998,10.1016/j.jct.2018.08.003,https://trc.nist.gov/ThermoML/10.1016/j.jct.2018.08.003.json,"[15, 14]","[20, 20]",216
